;Q00_TESTING_Q62;Q40_URBOS;Q46_KAOHSIUNG;Q53_UTRECHT;Q54_LUXEMBURGO;Q56_CANBERRA;Q57_NEWCASTLE;Q59_AMSTERDAM;Q62_DE LIJN WEST FLANDERS;Q64_MAURITIUS;Q66_VITORIA;Q67_LUND;Q68_OSLO;Q70_PARRAMATA;Q72_BIRMINGHAM_3GT;Q75_LISBOA;Q80_MULTIOFERTA
UCU_S3_ControlW.b_Charged_ESS_A;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_BATTCHRGED;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_REQ_ERROR;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
UCU_S3_ControlW.b_RequestError;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ux_SC_UCU_REQ_ERROR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_CRITICAL;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
UCU_S3_ControlW.b_CriticalEnergyLevel;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ux_SC_UCU_CRITICAL;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_BACKUP_RDY;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
UCU_S3_ControlW.b_DoDReach;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ux_SC_UCU_BACKUP_RDY;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_BACKUP_ENT;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
UCU_C1_StatusW.b_IsInBackup;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UCU_S3_StatusW.b_IsInBackup;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ux_SC_UCU_BACKUP_ENT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_HIBRID_RDY;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
UCU_C1_ControlW.b_HibridModeReady;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UCU_S3_ControlW.b_HibridModeReady;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ux_SC_UCU_HIBRID_RDY;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_HIBRID_ENT;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
UCU_C1_ControlW.b_HibridModeEntered;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UCU_S3_ControlW.b_HibridModeEntered;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ux_SC_UCU_HIBRID_ENT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_COM_ERROR;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ux_SC_UCU_COM_ERROR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_UCU_VAR_Select;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
b_ShutDownW_S3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
b_ShutDownW_S4;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
b_AC_S3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
l_siv_dos_lados;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1
l_siv_en_estacion_dc1_ant;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1
l_siv_en_estacion_dc2_ant;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1
l_siv_dos_lados_ant;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1
l_mon_cctv_en_ruta;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1
l_distancia_cctv_off;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1
SIV_EN_ESTACION;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1
SIV_EN_ESTACION_DC1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1
SIV_EN_ESTACION_DC2;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1
SIV_EN_ESTACION_DOS_LADOS;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1
SIV_CCTV_EN_RUTA;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1
PLC_RearCamMon_LUppCab2;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1
PLC_RearCamMon_LLowCab2;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1
PLC_RearCamMon_RUppCab2;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1
PLC_RearCamMon_RLowCab2;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1
l_zonaflechas;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
b_SideArrowC1R;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
b_SideArrowC2R;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
l_volCab1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
l_volCab2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PLC_PPP_CabVolumeSet;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0
SIV_VOL_SELECT_GetValue;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0
l_volSala1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
l_volSala2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
l_ppp_noise_measurement;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
PLC_PPP_SalVolumeSet;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0
l_volExt1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
l_volExt2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PLC_PPP_ExtVolumeSet;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0
SIV_DO_PILOTO_PPP_PTT_C1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
SIV_DO_PILOTO_PPP_PTT_C2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
DO_PPP_PTT_RADIO_C1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
DO_PPP_PTT_RADIO_C2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
b_Modo_Alarma;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
b_StoppingGong;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0
b_LampTest;0;1;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0
b_SavingMode;0;1;1;0;0;1;1;1;0;1;1;0;0;1;1;0;0
PLC_RouteID1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
PLC_RouteID2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
PLC_RouteID3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
PLC_RouteID4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
PLC_RouteN;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
PLC_StationNext;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0
PLC_CCTV_TFT_BrightLevel;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
SIV_PIL_CMD_INCR_CCTV_TFT_BRIGHT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SIV_PIL_CMD_DECR_CCTV_TFT_BRIGHT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UrbosLib_UserInit_CM;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_MT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_LZ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_RG;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_EC;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_CV;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_AT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_PU;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_IL;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_AX;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_EQ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_EV1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_EV2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_EV3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_EV4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_HMI;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_SIV;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_GW;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UrbosLib_UserInit_SC;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UrbosLib_UserInit_SC_LOC;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UrbosLib_UserInit_SC_PUL;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UrbosLib_UserInit_SC_UCU;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UrbosLib_UserInit_GE;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PLC_CreateObjectU16;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1
PLC_GEST_ORD_SetInit;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0
PLC_COUNT_EVENT_Init;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
PLC_MAX_SetInit;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
CV_400_ON_SetInit;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CV_AUX_SetInit;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CV_INV_AUX_SetInit;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
EC_HVAC_COMP_SetInit;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PLC_READ_FILE_Init;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0
HMI_CCTV_AddStep;0;1;1;0;0;0;1;1;0;1;1;1;0;1;0;0;1
PLC_SELECT_3_SetInit;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PLC_SELECT_2_SetInit;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PLC_MC_DEF_SetInit;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
PLC_GEST_2_SetInit;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1
PLC_IIR_U16_2RANGE_SetInit;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1
PLC_CRUISE_SetInit;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
PU_HAB_CMD_SetInit;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
SC_CHARGE_SetInit;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PLC_CONT_DIST_SetInit;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0
SC_LOC_PROT_SetInit;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC_LOC_EST_SetInit;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
SC_PUL_PULSA_SetInit;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
SIV_VOL_SELECT_SetInit;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
m_TimePulse;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0
PLC_CheckIndexCSF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_AT_SEQ_ON;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Panto_On;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_OrdenCerDada;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Start;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0
T;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0
PLC_RUN_TIMER;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0
m_AT_SEQ_ON_ant;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Panto_On_ant;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_HSCB_On;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_OrdenBajarDada;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_HSCB_On_ant;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Ut7;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Ut9_M4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_Ut9_R1_R2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_TExt;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_TExt2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_TExtC1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_TExtC2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_TExt2C1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_TExt2C2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_400_on_C1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_400_on_C2;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_400_on_M3;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_400_on_M4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_TimeLimit;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_InhibiR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_InhibiM3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_InhibiM4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_Aux_M4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_Aux_M3;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Aux_R;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Out_M4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_Out_M3;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Out_R;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
CV_AUX_AuxSimple;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
resultado;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Vmin;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_PresenciaAT;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_PresenciaAT_alg;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TimeOffCte;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TimeOnCte;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_UT7;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_AuxR;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_AuxM3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_EstadoOut;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_CompS2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_CompS3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_CompS4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_CompS1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_LimitSeq;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_SomeCond;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Level;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Range;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TRetOut_ant;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_InhibiCon;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_SomeInhibiCon;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Con;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Des;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_OnS2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Flanco_Des;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_OnS1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_OnS3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_OnS4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_Con_ant;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Des_ant;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_DegS2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_DegS1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_DegS3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_DegS4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_TimeL_SFrontal;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
TIME_SEC;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
l_InputAcoC1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
l_InputAcoC2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
l_InputDesC1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
l_InputDesC2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
l_InputAco_MecC1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
l_InputAco_MecC2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Ux_Counter_ini;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Ux_Counter_ant;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Aco_C1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Aco_C2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_UTDos;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TimeL_01;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TimeL_11;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TimeL_12;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TimeL_13_F;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TimeL_Fail;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Pulsa;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0
m_SBotRet;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_SecDes_CabAct;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_SFrontal;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Estado;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Fail;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Pulsa_ant;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_OriAco;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_OriTren;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Slave;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Segunda;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_TimePulsadorCte;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_TimeLimpOffCte;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Inhibi;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PU_HAB_ON_ant;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PU_HAB_ON;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PulsadorHab_ant;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PulsadorHab;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PulsadorCer_ant;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PulsadorCer;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PU_HAB_CMD;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Ux_PU_HAB_CMD_Mism_ant;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Ux_PU_HAB_CMD_Cont_ant;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Limp;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_active_tn;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_LimpOff;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_OffSeq_Pu_ant;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_OffSeq_Pu;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_DI_Ok;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_DI_Hab;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PU_HAB_Com;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PU_HAB_Some;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_CabActive;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_PruebaLamp;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Intermitente;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_GW_UT_DOS;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_GW_ORI_ACO;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Ux_PU_HAB_CMD_Mism;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Ux_PU_HAB_CMD_Cont;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_Piloto;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
m_NullSpeed;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_EVR_NullS;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Equ_NullS;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_some_equ;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
m_Def_Current;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_MaxCurrent_Panto;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_AuxCurrent;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Panto_Up;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_MaxCurrent_Capt;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Capt_Exist;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Capt1_On;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Capt2_On;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Capt3_On;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Capt_Deg;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Value;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0
m_CASE_Exist;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
l_CodigoEstacion;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_CodigoEstacionLeido;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_CorrienteLeida;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_TiempoLeido;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_EnergiaLeida;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_TipoEstacion;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Dist_Max;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_CodigoAlgun;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_contadorLector;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
SC_LOC_EST_BalizaEstacion;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
l_estacion_en;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
l_calc_dist_enable;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
l_dist_recorrida_por_periodo;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
l_codigoalgun_ant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
l_dist_recorrida_ant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_VeloCero;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Velocidad;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m_DistReco;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_EnEstacion;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_CodigoEstacion;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Corriente;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Tiempo;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_Energia;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_VeloCero_ant;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
l_U8_aux;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_CambioCab;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_CabC1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_CabC2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_CodigoTramo;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_CodigoTramo_alt;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
m_EnEstacion_ant;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
codigo_est;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
