;Q00_TESTING_Q62;Q40_URBOS;Q46_KAOHSIUNG;Q53_UTRECHT;Q54_LUXEMBURGO;Q56_CANBERRA;Q57_NEWCASTLE;Q59_AMSTERDAM;Q62_DE LIJN WEST FLANDERS;Q64_MAURITIUS;Q66_VITORIA;Q67_LUND;Q68_OSLO;Q70_PARRAMATA;Q72_BIRMINGHAM_3GT;Q75_LISBOA;Q80_MULTIOFERTA
l_AT_pant_up_ant;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_AT_hscb_on_ant=0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_at_pant_up;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0
l_at_delayed_pant_up;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_num_cycles_pant;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0
l_num_cycles_HSCB_on=0;;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_DI_PUL_AT_C1_ant;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0
l_DI_PUL_AT_C2_ant;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0
l_modo_limpieza_on;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_delay_modo_limpieza_on;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pulse_modo_limpieza_on;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_cleaning_mode_man_off_cmd;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_limp_off_man_value;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_cleaning_mode_swith_off_delay;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_shut_down_ut_delay;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_modo_limpieza_on_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_delay_modo_limpieza_on_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pulse_modo_limpieza_on_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_cleaning_mode_man_off_cmd_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_AT_PANT_DOWN_ant;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
l_fallo_cmd_panto;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_fallo_cmd_hscb;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_AT_hscb_on_ant;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_num_cycles_HSCB_on;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0
AT_KNIFE_SW_NORMAL;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AT_KNIFE_SW_SHOP;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_CatZone;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0
DO_CLEANING_MODE_OFF_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
c_Logical_Couplable_Unit;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;1
AT_INHIB_PANT;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0
AT_INHIB_PANT2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
PLC_AT_NumCyclesPant;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PLC_AT_NumHSCBon;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_one_tcu_hscbPerm;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
PIL_CondAT_NULL_SPEED;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
PIL_CondAT_PANTO_UP;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
PIL_CondAT_HSCB_CLOSE;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
PIL_CondAT_PANTO_READY;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
PIL_CondAT_HSCB_READY;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Q40_SR_AT_0070_0_0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Q40_SR_AT_0080_1_0;1;0;0;1;0;0;0;1;1;0;0;1;1;1;0;0;0
Q40_SR_AT_0090_1_0;1;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0
Q40_SR_AT_0100_0_3;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0
PLC_DELAY_SetInput;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1
PLC_DELAY_GetValue;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
PLC_GEN_PUL_SetValue;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
PLC_GEN_PUL_GetPulseXflanco;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
PLC_GEST_ORD_SetCon;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Q40_SR_AT_0110_0_0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
Q40_SR_AT_0120_1_0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;0;0
PLC_GEST_ORD_GetOrden;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Q40_SR_AT_0130_0_0;1;0;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1
Q40_SR_AT_0140_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0146_0_0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
Q40_SR_AT_0150_0_0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1
Q40_SR_AT_0155_0_0;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1
Q40_SR_AT_0160_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0170_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0180_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0190_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0200_3_0;1;0;0;0;1;1;0;1;1;0;0;1;1;1;0;0;0
Q40_SR_AT_0210_1_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AT_0220_1_0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;0;0
Q40_SR_AT_0240_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
PLC_GEST_ORD_SetInhibiMientras;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1
Q40_SR_AT_0260_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0290_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0310_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0325_0_0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1
Q40_SR_AT_0330_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0340_1_0;1;0;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0
Q40_SR_AT_0380_1_0;1;0;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0
Q40_SR_AT_0390_2_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0400_1_0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;0;0
Q40_SR_AT_0420_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0425_1_0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0
Q40_SR_AT_0430_1_0;1;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0
Q40_SR_AT_0460_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0470_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0480_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0500_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0510_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0517_0_0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Q40_SR_AT_0520_1_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0530_1_0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0540_2_0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;0;0
Q40_SR_AT_0550_1_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AT_0560_2_0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;0;0
Q40_SR_AT_0570_0_0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1
Q40_SR_AT_0580_2_0;1;0;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0
PLC_AND_RESET_SetInput;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Q40_SR_AT_0591_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1
Q40_SR_AT_0600_1_1;1;0;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AT_0610_0_0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1
Q40_SR_AT_0620_0_0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1
Q40_SR_AT_0625_0_0;1;0;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1
Q40_SR_AT_0630_1_1;1;0;0;0;1;0;0;1;1;1;0;1;1;1;0;0;0
l_lz_pu_ok_ant;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0
l_mt_mc_tr_ant;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0
l_di_alarm_button_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_pul_bb_test_engrase_r_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_cmd_maint_mode_ant_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_cmd_maint_mode_ant_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_cmd_sander_mant_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_cmd_sander_mant_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_en_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_en_c1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_cmd_sander_mant_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_cmd_sander_mant_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_en_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_en_c2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_EVR_DistanceInit;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
l_hmi_c1_wiper_speed_incr_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_wiper_speed_decr_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_wiper_speed_incr_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_wiper_speed_decr_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_prueba_lamp_ext_en_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_prueba_lamp_ext_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_cmd_ext_lamp_test_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_cmd_ext_lamp_test_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_cmd_mant_ext_lamp_test_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_cmd_mant_ext_lamp_test_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_vent_inhib_pul_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_vent_inhib_pul_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_flange_lub_mant_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_flange_lub_mant_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_flange_lub_mant_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_pul_bb_test_engrase_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_flange_lub_mant_en_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_tram_on_ant;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
l_flange_lub_mant_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_flange_lub_mant_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_flange_lub_mant_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_pul_bb_test_engrase_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pu_tir_ok_ut_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_do_engrase_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_do_engrase_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_do_engrase_rod_r_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_delay_gong_init_pul_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_MT_INV_RV_ant;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
l_aren_mant_c1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_pul_bb_c1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_c2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_aren_mant_pul_bb_c2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_ev_aren_inhib;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
l_eng_ON_distancia;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
l_eng_ON_tiempo;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_permiso_eng;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
l_eng_auto_reset;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_inhibit_eng;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_eng_ON_forz;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_distancia_eng;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
l_prueba_lamp_ext_en;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_prueba_lamp_ext;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_distancia_ENG_FAIL;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
l_eng_automatico_aplicado;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
l_ax_eng_hmi_parado;1;0;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0
l_hmi_vel_flangelub_train;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0
l_siv_flangelub_train;1;1;1;0;1;1;1;0;1;0;1;0;1;1;0;0;0
l_ax_purga_engrase;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0
l_hmi_flangelub_train;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0
l_flangelub_train_auto;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
l_sae_flangelub_train;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0
l_flangelub_train_deg_mode;1;1;0;0;1;1;1;0;1;0;1;0;1;1;0;0;0
l_pulso_intermitente_c1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
l_pulso_intermitente_c2;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
l_time_pulse_limpia_int;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_time_ON_limpia_int;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_cmd_claxon;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_cmd_claxon;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_flange_lub_mant_c1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_flange_lub_mant_en_c1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_ax_flangelub_pul_bb_c1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_tram_on;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0
l_drain_auto;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1
l_flange_lub_mant_c2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_flange_lub_mant_en_c2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_ax_flangelub_pul_bb_c2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_buzzer_lazo_pu_c1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_buzzer_lazo_pu_c2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_buzz_lz_pu_c1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_buzz_lz_pu_c2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_num_lub;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_num_lub_total;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
l_num_rod_lub;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
l_num_rod_lub_total;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
l_delay_gong_init_pul;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pulse_gong_hmi_c1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pulse_gong_hmi_c2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_rod_lub_mant_ant;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
l_rod_lub_mant;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
l_rod_lub_mant_en;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
l_radio_rodlub;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_radio_rodlub_en;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_radio_rodlub_train;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_radio_rodlub_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_pmr_s1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0
l_stop_pmr_s2;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0
l_open_pmr_s1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
l_open_pmr_s2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
l_stop_pmr_s1_ant;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
l_stop_pmr_s2_ant;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
l_open_pmr_s1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_open_pmr_s2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_pmr_request_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_pmr_request_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_pul_pmr_request_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_pul_pmr_request_c2_ant=;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_ack_pmr_request_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_ack_pmr_request_ant;;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_Ux_AX_STOP_PMR_S1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_Ux_AX_STOP_PMR_S2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_Ux_AX_STOP_PMR_ACK_S1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_Ux_AX_STOP_PMR_ACK_S2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pmr_stop_request;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pmr_stop_req_buzz;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pmr_stop_request_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pmr_button_pushed;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_side_enable;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pmr_button_pushed_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_side_enable_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_req_s1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_req_s2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pulse_ax_stop_request;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_req_c1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_req_c2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_req_s1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_req_s2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_pulse_ax_stop_request_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_req_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_req_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_DI_STOP_REQ_R_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_Ux_DI_STOP_REQ_R_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_AX_STOP_REQ_ant;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_stop_request_buzz_cabin;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_tiempo_fallo_comp;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
l_DI_PUL_ARENEROS_C1_ant;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
l_DI_PUL_ARENEROS_C2_ant;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
l_DO_CON_AREN_COMP_C1_ant;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
l_HMI_C1_CMD_SANDER_ant;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
l_HMI_C2_CMD_SANDER_ant;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
l_DO_CON_AREN_COMP_C2_ant;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
l_AX_AREN_CMD_MAN_ant;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
l_ax_aren_cmd_ant;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
l_ax_aren_cmd_man_pulse_des_ant;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
l_ax_aren_cmd_man_inhibi;1;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0
l_ax_aren_cmd_man_pulse_des;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0
l_sanding_zub_permision;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_calef_purga_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_calef_purga;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_CMD_GONG;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_STOP_PMR_S1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
AX_ENG_ROD_INHIB;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_ON_FIRE;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
l_di_pul_pmr_request_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_COMP_FAIL_R;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0
PIL_CMD_SANDER;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0
AX_AREN_CMD_MAN;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0
AX_AREN_CMD_MANT_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_CMD_SANDER_MANT_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_AREN_CMD_MANT_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_CMD_SANDER_MANT_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
c_DE_LIJN_TRAM;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_CON_AREN_COMP_C1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
DO_CON_AREN_COMP_C2;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
DO_BB_TEST_AREN_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_BB_TEST_AREN_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_MAINTENANCE_MODE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_CMD_MAINT_MODE;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
AX_ENG_INIT;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_ENG_AUTO_ON;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_ENG_AUTO_IDLE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
